num_of_innings,total_runs,opponent_runs,game_id,game_date,game_location,game_attendance,is_top,team,season,opponent_innings_played,opponent,full_game_runs,opponent_full_game_runs,average_fgr,average_fgr_allowed,win_percentage,is_sec_matchup,sec_win_percentage,sec_average_fgr,sec_average_fgr_allowed,lag_average_fgr,lag_average_fgr_allowed,lag_win_percentage,lag_sec_win_percentage,lag_sec_average_fgr,lag_sec_average_fgr_allowed,game_count,is_power_5,most_recent_era,days_since_era_update,ly_era,conference
6,6,0,912377,2012-04-08,"TUSCALOOSA, Ala.",2684,0,Alabama,2012,7,LSU,7,0,9.28,2.29,0.95,1,0.95,9.28,2.29,9.34,2.35,0.95,0.95,9.34,2.35,39,1,1.36,7,2.21,SEC
7,6,2,912386,2012-04-08,"Auburn, Ala.",325,1,Tennessee,2012,7,Auburn,6,2,6.15,1.83,0.78,1,0.78,6.15,1.83,6.15,1.83,0.77,0.77,6.15,1.83,40,1,1.63,7,2.48,SEC
7,2,6,912386,2012-04-08,"Auburn, Ala.",325,0,Auburn,2012,7,Tennessee,2,6,5.32,2.75,0.63,1,0.63,5.32,2.75,5.41,2.67,0.65,0.65,5.41,2.67,41,1,1.78,7,1.86,SEC
7,5,10,912384,2012-04-08,"Lexington, Ky.",870,1,South Carolina,2012,6,Kentucky,5,11.666666666666666,6.68,5.11,0.56,1,0.56,6.68,5.11,6.73,4.92,0.57,0.57,6.73,4.92,36,1,3.43,7,2.41,SEC
6,10,5,912384,2012-04-08,"Lexington, Ky.",870,0,Kentucky,2012,7,South Carolina,11.666666666666666,5,4.17,5.21,0.46,1,0.46,4.17,5.21,3.97,5.21,0.45,0.45,3.97,5.21,39,1,3.56,7,3.31,SEC
5,3,14,912380,2012-04-08,"Gainesville, Fla.",716,1,Ole Miss,2012,4,Florida,4.2,24.5,5.65,7.4,0.4,1,0.4,5.65,7.4,5.7,6.9,0.41,0.41,5.7,6.9,35,1,0.97,7,2.16,SEC
4,14,3,912380,2012-04-08,"Gainesville, Fla.",716,0,Florida,2012,5,Ole Miss,24.5,4.2,8.82,1.43,0.9,1,0.9,8.82,1.43,8.41,1.35,0.89,0.89,8.41,1.35,39,1,5.14,7,4.64,SEC
6,8,2,912661,2012-04-10,"Knoxville, Tenn.",802,0,Tennessee,2012,7,Radford,9.333333333333334,2,6.23,1.84,0.78,1,0.78,6.23,1.84,6.15,1.83,0.78,0.78,6.15,1.83,41,0,2.81,9,2.18,Big South
4,12,3,912635,2012-04-10,"Starkville, Miss.",89,0,Mississippi St.,2012,5,Jackson St.,21,4.2,5.72,4.38,0.52,1,0.52,5.72,4.38,5.33,4.38,0.51,0.51,5.33,4.38,40,0,3.14,9,3.35,SWAC
6,7,3,912693,2012-04-10,"Athens, Ga.",256,0,Georgia,2012,7,USC Upstate,8.166666666666666,3,7.05,1.89,0.79,1,0.79,7.05,1.89,7.02,1.86,0.79,0.79,7.02,1.86,39,0,1.54,9,1.4,ASUN
7,3,4,913116,2012-04-11,"Athens, Ga.",0,1,South Carolina,2012,7,Georgia,3,4,6.58,5.08,0.54,1,0.54,6.58,5.08,6.68,5.11,0.56,0.56,6.68,5.11,37,1,1.57,10,2.19,SEC
7,4,3,913116,2012-04-11,"Athens, Ga.",0,0,Georgia,2012,7,South Carolina,4,3,6.98,1.91,0.8,1,0.8,6.98,1.91,7.05,1.89,0.79,0.79,7.05,1.89,40,1,3.56,10,3.31,SEC
7,0,2,913054,2012-04-11,"Orlando, Fla.",747,1,Florida,2012,6,UCF,0,2.3333333333333335,8.6,1.45,0.88,1,0.88,8.6,1.45,8.82,1.43,0.9,0.9,8.82,1.43,40,0,1.53,10,3.41,C-USA
8,7,9,913301,2012-04-11,"Lexington, Ky.",989,1,Arkansas,2012,8,Kentucky,6.125,7.875,5.21,4.36,0.53,1,0.53,5.21,4.36,5.18,4.26,0.54,0.54,5.18,4.26,36,1,3.43,10,2.41,SEC
8,9,7,913301,2012-04-11,"Lexington, Ky.",989,0,Kentucky,2012,8,Arkansas,7.875,6.125,4.26,5.23,0.48,1,0.48,4.26,5.23,4.17,5.21,0.46,0.46,4.17,5.21,40,1,3.36,10,4.77,SEC
7,7,3,913418,2012-04-11,"Lexington, Ky.",989,1,Arkansas,2012,7,Kentucky,7,3,5.26,4.32,0.54,1,0.54,5.26,4.32,5.21,4.36,0.53,0.53,5.21,4.36,37,1,3.43,10,2.41,SEC
7,3,7,913418,2012-04-11,"Lexington, Ky.",989,0,Kentucky,2012,7,Arkansas,3,7,4.23,5.27,0.46,1,0.46,4.23,5.27,4.26,5.23,0.48,0.48,4.26,5.23,41,1,3.36,10,4.77,SEC
7,3,8,913497,2012-04-11,"Athens, Ga.",607,1,South Carolina,2012,6,Georgia,3,9.333333333333334,6.49,5.19,0.53,1,0.53,6.49,5.19,6.58,5.08,0.54,0.54,6.58,5.08,38,1,1.57,10,2.19,SEC
6,8,3,913497,2012-04-11,"Athens, Ga.",607,0,Georgia,2012,7,South Carolina,9.333333333333334,3,7.03,1.94,0.8,1,0.8,7.03,1.94,6.98,1.91,0.8,0.8,6.98,1.91,41,1,3.56,10,3.31,SEC
7,2,3,913844,2012-04-13,"Gainesville, Fla.",1059,1,Auburn,2012,6,Florida,2,3.5,5.24,2.77,0.62,1,0.62,5.24,2.77,5.32,2.75,0.63,0.63,5.32,2.75,42,1,0.97,12,2.16,SEC
6,3,2,913844,2012-04-13,"Gainesville, Fla.",1059,0,Florida,2012,7,Auburn,3.5,2,8.48,1.46,0.88,1,0.88,8.48,1.46,8.6,1.45,0.88,0.88,8.6,1.45,41,1,1.63,12,2.48,SEC
7,1,4,913855,2012-04-13,"Lexington, Ky.",1033,1,Georgia,2012,6,Kentucky,1,4.666666666666667,6.89,2.01,0.79,1,0.79,6.89,2.01,7.03,1.94,0.8,0.8,7.03,1.94,42,1,3.43,12,2.41,SEC
6,4,1,913855,2012-04-13,"Lexington, Ky.",1033,0,Kentucky,2012,7,Georgia,4.666666666666667,1,4.24,5.17,0.48,1,0.48,4.24,5.17,4.23,5.27,0.46,0.46,4.23,5.27,42,1,1.57,12,2.19,SEC
7,5,3,913864,2012-04-13,"Oxford, Miss.",429,1,Mississippi St.,2012,7,Ole Miss,5,3,5.7,4.35,0.54,1,0.54,5.7,4.35,5.72,4.38,0.52,0.52,5.72,4.38,41,1,5.14,12,4.64,SEC
7,3,5,913864,2012-04-13,"Oxford, Miss.",429,0,Ole Miss,2012,7,Mississippi St.,3,5,5.58,7.33,0.39,1,0.39,5.58,7.33,5.65,7.4,0.4,0.4,5.65,7.4,36,1,3.11,12,4.9,SEC
5,1,9,913879,2012-04-13,"TUSCALOOSA, Ala.",3265,1,South Carolina,2012,5,Alabama,1.4,12.6,6.36,5.38,0.51,1,0.51,6.36,5.38,6.49,5.19,0.53,0.53,6.49,5.19,39,0,1.79,12,1.69,SEC
5,9,1,913879,2012-04-13,"TUSCALOOSA, Ala.",3265,0,Alabama,2012,5,South Carolina,12.6,1.4,9.36,2.27,0.95,1,0.95,9.36,2.27,9.28,2.29,0.95,0.95,9.28,2.29,40,1,3.56,12,3.31,SEC
7,0,2,913862,2012-04-13,"Knoxville, Tenn.",1514,1,LSU,2012,6,Tennessee,0,2.3333333333333335,5.31,2.3,0.72,1,0.72,5.31,2.3,5.45,2.3,0.74,0.74,5.45,2.3,40,1,1.78,12,1.86,SEC
6,2,0,913862,2012-04-13,"Knoxville, Tenn.",1514,0,Tennessee,2012,7,LSU,2.3333333333333335,0,6.13,1.79,0.79,1,0.79,6.13,1.79,6.23,1.84,0.78,0.78,6.23,1.84,42,1,1.36,12,2.21,SEC
7,0,4,914173,2012-04-14,"Lexington, Ky",1123,1,Georgia,2012,6,Kentucky,0,4.666666666666667,6.73,2.07,0.77,1,0.77,6.73,2.07,6.89,2.01,0.79,0.79,6.89,2.01,43,1,3.43,13,2.41,SEC
6,4,0,914173,2012-04-14,"Lexington, Ky",1123,0,Kentucky,2012,7,Georgia,4.666666666666667,0,4.25,5.05,0.49,1,0.49,4.25,5.05,4.24,5.17,0.48,0.48,4.24,5.17,43,1,1.57,13,2.19,SEC
7,5,7,914255,2012-04-14,"TUSCALOOSA, Ala.",3940,1,South Carolina,2012,7,Alabama,5,7,6.32,5.42,0.5,1,0.5,6.32,5.42,6.36,5.38,0.51,0.51,6.36,5.38,40,0,1.79,13,1.69,SEC
7,7,5,914255,2012-04-14,"TUSCALOOSA, Ala.",3940,0,Alabama,2012,7,South Carolina,7,5,9.3,2.34,0.95,1,0.95,9.3,2.34,9.36,2.27,0.95,0.95,9.36,2.27,41,1,3.56,13,3.31,SEC
6,6,4,914265,2012-04-14,"Fayetteville, Ark",418,0,Arkansas,2012,7,UT Martin,7,4,5.3,4.31,0.55,1,0.55,5.3,4.31,5.26,4.32,0.54,0.54,5.26,4.32,38,0,2.64,13,2.95,OVC
7,2,4,914194,2012-04-14,"Knoxville, Tenn.",1609,1,LSU,2012,6,Tennessee,2,4.666666666666667,5.23,2.36,0.71,1,0.71,5.23,2.36,5.31,2.3,0.72,0.72,5.31,2.3,41,1,1.78,13,1.86,SEC
6,4,2,914194,2012-04-14,"Knoxville, Tenn.",1609,0,Tennessee,2012,7,LSU,4.666666666666667,2,6.1,1.8,0.79,1,0.79,6.1,1.8,6.13,1.79,0.79,0.79,6.13,1.79,43,1,1.36,13,2.21,SEC
7,1,3,914140,2012-04-14,"Gainesville, Fla.",1193,1,Auburn,2012,6,Florida,1,3.5,5.14,2.78,0.6,1,0.6,5.14,2.78,5.24,2.77,0.62,0.62,5.24,2.77,43,1,0.97,13,2.16,SEC
6,3,1,914140,2012-04-14,"Gainesville, Fla.",1193,0,Florida,2012,7,Auburn,3.5,1,8.36,1.45,0.88,1,0.88,8.36,1.45,8.48,1.46,0.88,0.88,8.48,1.46,42,1,1.63,13,2.48,SEC
7,2,1,914216,2012-04-14,"Oxford, Miss.",537,1,Mississippi St.,2012,7,Ole Miss,2,1,5.61,4.27,0.55,1,0.55,5.61,4.27,5.7,4.35,0.54,0.54,5.7,4.35,42,1,5.14,13,4.64,SEC
7,1,2,914216,2012-04-14,"Oxford, Miss.",537,0,Ole Miss,2012,7,Mississippi St.,1,2,5.46,7.19,0.38,1,0.38,5.46,7.19,5.58,7.33,0.39,0.39,5.58,7.33,37,1,3.11,13,4.9,SEC
7,2,5,915107,2012-04-15,"Gainesville, Fla.",1129,1,Auburn,2012,6,Florida,2,5.833333333333333,5.07,2.85,0.59,1,0.59,5.07,2.85,5.14,2.78,0.6,0.6,5.14,2.78,44,1,0.97,14,2.16,SEC
6,5,2,915107,2012-04-15,"Gainesville, Fla.",1129,0,Florida,2012,7,Auburn,5.833333333333333,2,8.3,1.46,0.88,1,0.88,8.3,1.46,8.36,1.45,0.88,0.88,8.36,1.45,43,1,1.63,14,2.48,SEC
7,4,3,915152,2012-04-15,"Lexington, Ky.",1319,1,Georgia,2012,7,Kentucky,4,3,6.67,2.09,0.77,1,0.77,6.67,2.09,6.73,2.07,0.77,0.77,6.73,2.07,44,1,3.43,14,2.41,SEC
7,3,4,915152,2012-04-15,"Lexington, Ky.",1319,0,Kentucky,2012,7,Georgia,3,4,4.22,5.03,0.48,1,0.48,4.22,5.03,4.25,5.05,0.49,0.49,4.25,5.05,44,1,1.57,14,2.19,SEC
5,4,19,915217,2012-04-15,"TUSCALOOSA, Ala.",3250,1,South Carolina,2012,4,Alabama,5.6,33.25,6.31,6.1,0.49,1,0.49,6.31,6.1,6.32,5.42,0.5,0.5,6.32,5.42,41,0,1.79,14,1.69,SEC
4,19,4,915217,2012-04-15,"TUSCALOOSA, Ala.",3250,0,Alabama,2012,5,South Carolina,33.25,5.6,9.87,2.42,0.95,1,0.95,9.87,2.42,9.3,2.34,0.95,0.95,9.3,2.34,42,1,3.56,14,3.31,SEC
7,10,3,915180,2012-04-15,"Oxford, Miss.",521,1,Mississippi St.,2012,7,Ole Miss,10,3,5.71,4.24,0.56,1,0.56,5.71,4.24,5.61,4.27,0.55,0.55,5.61,4.27,43,1,5.14,14,4.64,SEC
7,3,10,915180,2012-04-15,"Oxford, Miss.",521,0,Ole Miss,2012,7,Mississippi St.,3,10,5.39,7.26,0.37,1,0.37,5.39,7.26,5.46,7.19,0.38,0.38,5.46,7.19,38,1,3.11,14,4.9,SEC
6,2,10,915158,2012-04-15,"Knoxville, Tenn.",1845,1,LSU,2012,6,Tennessee,2.3333333333333335,11.666666666666666,5.16,2.58,0.69,1,0.69,5.16,2.58,5.23,2.36,0.71,0.71,5.23,2.36,42,1,1.78,14,1.86,SEC
6,10,2,915158,2012-04-15,"Knoxville, Tenn.",1845,0,Tennessee,2012,6,LSU,11.666666666666666,2.3333333333333335,6.23,1.81,0.8,1,0.8,6.23,1.81,6.1,1.8,0.79,0.79,6.1,1.8,44,1,1.36,14,2.21,SEC
6,2,0,915988,2012-04-17,"Fayetteville, Ark.",345,0,Arkansas,2012,7,Kansas City,2.3333333333333335,0,5.23,4.2,0.56,1,0.56,5.23,4.2,5.3,4.31,0.55,0.55,5.3,4.31,39,0,3.51,16,2.53,Summit League
7,1,5,915861,2012-04-17,"TUSCALOOSA, Ala.",2253,0,Alabama,2012,7,Georgia St.,1,5,9.67,2.48,0.93,1,0.93,9.67,2.48,9.87,2.42,0.95,0.95,9.87,2.42,43,0,2.74,16,1.95,CAA
6,2,1,915897,2012-04-17,"Baton Rouge, La.",855,0,LSU,2012,7,McNeese,2.3333333333333335,1,5.1,2.54,0.7,1,0.7,5.1,2.54,5.16,2.58,0.69,0.69,5.16,2.58,43,0,2.15,16,2.37,Southland
6,5,0,916182,2012-04-17,"Knoxville, Tenn.",873,0,Tennessee,2012,7,Memphis,5.833333333333333,0,6.22,1.77,0.8,1,0.8,6.22,1.77,6.23,1.81,0.8,0.8,6.23,1.81,45,0,3.66,16,1.81,C-USA
6,3,2,916228,2012-04-17,"Knoxville, Tenn.",873,0,Tennessee,2012,7,Memphis,3.5,2,6.16,1.78,0.8,1,0.8,6.16,1.78,6.22,1.77,0.8,0.8,6.22,1.77,46,0,3.66,16,1.81,C-USA
7,1,8,916323,2012-04-18,"Baton Rouge, La.",1316,0,LSU,2012,7,Florida St.,1,8,5,2.67,0.68,1,0.68,5,2.67,5.1,2.54,0.7,0.7,5.1,2.54,44,1,0.88,17,2.66,ACC
7,3,1,916547,2012-04-18,"Oxford, Miss.",231,1,Kentucky,2012,7,Ole Miss,3,1,4.2,4.94,0.49,1,0.49,4.2,4.94,4.22,5.03,0.48,0.48,4.22,5.03,45,1,5.14,17,4.64,SEC
7,1,3,916547,2012-04-18,"Oxford, Miss.",231,0,Ole Miss,2012,7,Kentucky,1,3,5.28,7.15,0.36,1,0.36,5.28,7.15,5.39,7.26,0.37,0.37,5.39,7.26,39,1,3.43,17,2.41,SEC
5,8,0,916652,2012-04-18,"Oxford, Miss.",231,1,Kentucky,2012,5,Ole Miss,11.2,0,4.35,4.83,0.5,1,0.5,4.35,4.83,4.2,4.94,0.49,0.49,4.2,4.94,46,1,5.14,17,4.64,SEC
5,0,8,916652,2012-04-18,"Oxford, Miss.",231,0,Ole Miss,2012,5,Kentucky,0,11.2,5.15,7.25,0.35,1,0.35,5.15,7.25,5.28,7.15,0.36,0.36,5.28,7.15,40,1,3.43,17,2.41,SEC
7,4,7,916871,2012-04-19,"Athens, Ga.",864,1,Alabama,2012,6,Georgia,4,8.166666666666666,9.54,2.6,0.91,1,0.91,9.54,2.6,9.67,2.48,0.93,0.93,9.67,2.48,44,1,1.57,18,2.19,SEC
6,7,4,916871,2012-04-19,"Athens, Ga.",864,0,Georgia,2012,7,Alabama,8.166666666666666,4,6.7,2.13,0.78,1,0.78,6.7,2.13,6.67,2.09,0.77,0.77,6.67,2.09,45,0,1.79,18,1.69,SEC
5,8,0,917105,2012-04-20,"Columbia, SC",751,1,Tennessee,2012,5,South Carolina,11.2,0,6.26,1.74,0.81,1,0.81,6.26,1.74,6.16,1.78,0.8,0.8,6.16,1.78,47,1,3.56,19,3.31,SEC
5,0,8,917105,2012-04-20,"Columbia, SC",751,0,South Carolina,2012,5,Tennessee,0,11.2,6.16,6.22,0.48,1,0.48,6.16,6.22,6.31,6.1,0.49,0.49,6.31,6.1,42,1,1.78,19,1.86,SEC
7,3,4,917065,2012-04-20,"Starkville, Miss.",579,1,Kentucky,2012,6,Mississippi St.,3,4.666666666666667,4.32,4.83,0.49,1,0.49,4.32,4.83,4.35,4.83,0.5,0.5,4.35,4.83,47,1,3.11,19,4.9,SEC
6,4,3,917065,2012-04-20,"Starkville, Miss.",579,0,Mississippi St.,2012,7,Kentucky,4.666666666666667,3,5.69,4.21,0.57,1,0.57,5.69,4.21,5.71,4.24,0.56,0.56,5.71,4.24,44,1,3.43,19,2.41,SEC
7,8,3,917039,2012-04-20,"Athens, Ga.",1378,1,Alabama,2012,7,Georgia,8,3,9.5,2.61,0.91,1,0.91,9.5,2.61,9.54,2.6,0.91,0.91,9.54,2.6,45,1,1.57,19,2.19,SEC
7,3,8,917039,2012-04-20,"Athens, Ga.",1378,0,Georgia,2012,7,Alabama,3,8,6.62,2.26,0.76,1,0.76,6.62,2.26,6.7,2.13,0.78,0.78,6.7,2.13,46,0,1.79,19,1.69,SEC
7,0,4,917074,2012-04-20,"Baton Rouge, La.",1168,1,Ole Miss,2012,6,LSU,0,4.666666666666667,5.02,7.19,0.34,1,0.34,5.02,7.19,5.15,7.25,0.35,0.35,5.15,7.25,41,1,1.36,19,2.21,SEC
6,4,0,917074,2012-04-20,"Baton Rouge, La.",1168,0,LSU,2012,7,Ole Miss,4.666666666666667,0,5,2.61,0.69,1,0.69,5,2.61,5,2.67,0.68,0.68,5,2.67,45,1,5.14,19,4.64,SEC
8,2,3,917040,2012-04-20,"Auburn, Ala.",327,1,Arkansas,2012,8,Auburn,1.75,2.625,5.14,4.16,0.55,1,0.55,5.14,4.16,5.23,4.2,0.56,0.56,5.23,4.2,40,1,1.63,19,2.48,SEC
8,3,2,917040,2012-04-20,"Auburn, Ala.",327,0,Auburn,2012,8,Arkansas,2.625,1.75,5.02,2.83,0.6,1,0.6,5.02,2.83,5.07,2.85,0.59,0.59,5.07,2.85,45,1,3.36,19,4.77,SEC
6,7,4,917253,2012-04-20,"Gainesville, Fla.",0,0,Florida,2012,7,FIU,8.166666666666666,4,8.3,1.52,0.89,1,0.89,8.3,1.52,8.3,1.46,0.88,0.88,8.3,1.46,44,0,3.15,19,2.69,Sun Belt
5,9,0,917351,2012-04-20,"Gainesville, Fla.",712,0,Florida,2012,5,FIU,12.6,0,8.39,1.49,0.89,1,0.89,8.39,1.49,8.3,1.52,0.89,0.89,8.3,1.52,45,0,3.15,19,2.69,Sun Belt
7,6,4,917453,2012-04-21,"Athens, Ga.",1804,1,Alabama,2012,7,Georgia,6,4,9.43,2.64,0.91,1,0.91,9.43,2.64,9.5,2.61,0.91,0.91,9.5,2.61,46,1,1.57,20,2.19,SEC
7,4,6,917453,2012-04-21,"Athens, Ga.",1804,0,Georgia,2012,7,Alabama,4,6,6.56,2.34,0.74,1,0.74,6.56,2.34,6.62,2.26,0.76,0.76,6.62,2.26,47,0,1.79,20,1.69,SEC
6,7,1,917506,2012-04-21,"Gainesville, Fla.",628,0,Florida,2012,7,FIU,8.166666666666666,1,8.39,1.48,0.89,1,0.89,8.39,1.48,8.39,1.49,0.89,0.89,8.39,1.49,46,0,3.15,20,2.69,Sun Belt
7,1,5,917457,2012-04-21,"Auburn, Ala.",465,1,Arkansas,2012,6,Auburn,1,5.833333333333333,5.04,4.2,0.54,1,0.54,5.04,4.2,5.14,4.16,0.55,0.55,5.14,4.16,41,1,1.63,20,2.48,SEC
6,5,1,917457,2012-04-21,"Auburn, Ala.",465,0,Auburn,2012,7,Arkansas,5.833333333333333,1,5.04,2.79,0.61,1,0.61,5.04,2.79,5.02,2.83,0.6,0.6,5.02,2.83,46,1,3.36,20,4.77,SEC
7,1,2,917543,2012-04-21,"Baton Rouge, La.",1815,1,Ole Miss,2012,6,LSU,1,2.3333333333333335,4.93,7.08,0.33,1,0.33,4.93,7.08,5.02,7.19,0.34,0.34,5.02,7.19,42,1,1.36,20,2.21,SEC
6,2,1,917543,2012-04-21,"Baton Rouge, La.",1815,0,LSU,2012,7,Ole Miss,2.3333333333333335,1,4.94,2.57,0.7,1,0.7,4.94,2.57,5,2.61,0.69,0.69,5,2.61,46,1,5.14,20,4.64,SEC
7,4,2,917618,2012-04-21,"Columbia, SC",928,1,Tennessee,2012,7,South Carolina,4,2,6.22,1.74,0.81,1,0.81,6.22,1.74,6.26,1.74,0.81,0.81,6.26,1.74,48,1,3.56,20,3.31,SEC
7,2,4,917618,2012-04-21,"Columbia, SC",928,0,South Carolina,2012,7,Tennessee,2,4,6.06,6.17,0.47,1,0.47,6.06,6.17,6.16,6.22,0.48,0.48,6.16,6.22,43,1,1.78,20,1.86,SEC
8,1,2,917521,2012-04-21,"Starkville, Miss.",889,1,Kentucky,2012,8,Mississippi St.,0.875,1.75,4.25,4.76,0.48,1,0.48,4.25,4.76,4.32,4.83,0.49,0.49,4.32,4.83,48,1,3.11,20,4.9,SEC
8,2,1,917521,2012-04-21,"Starkville, Miss.",889,0,Mississippi St.,2012,8,Kentucky,1.75,0.875,5.6,4.13,0.58,1,0.58,5.6,4.13,5.69,4.21,0.57,0.57,5.69,4.21,45,1,3.43,20,2.41,SEC
7,6,3,918430,2012-04-22,"Columbia, SC",644,1,Tennessee,2012,7,South Carolina,6,3,6.21,1.77,0.82,1,0.82,6.21,1.77,6.22,1.74,0.81,0.81,6.22,1.74,49,1,3.56,21,3.31,SEC
7,3,6,918430,2012-04-22,"Columbia, SC",644,0,South Carolina,2012,7,Tennessee,3,6,5.99,6.16,0.45,1,0.45,5.99,6.16,6.06,6.17,0.47,0.47,6.06,6.17,44,1,1.78,21,1.86,SEC
7,1,0,918379,2012-04-22,"Baton Rouge, La.",1645,1,Ole Miss,2012,7,LSU,1,0,4.83,6.91,0.35,1,0.35,4.83,6.91,4.93,7.08,0.33,0.33,4.93,7.08,43,1,1.36,21,2.21,SEC
7,0,1,918379,2012-04-22,"Baton Rouge, La.",1645,0,LSU,2012,7,Ole Miss,0,1,4.83,2.54,0.68,1,0.68,4.83,2.54,4.94,2.57,0.7,0.7,4.94,2.57,47,1,5.14,21,4.64,SEC
7,2,3,918364,2012-04-22,"Starkville, Miss.",671,1,Kentucky,2012,7,Mississippi St.,2,3,4.2,4.73,0.47,1,0.47,4.2,4.73,4.25,4.76,0.48,0.48,4.25,4.76,49,1,3.11,21,4.9,SEC
7,3,2,918364,2012-04-22,"Starkville, Miss.",671,0,Mississippi St.,2012,7,Kentucky,3,2,5.55,4.09,0.59,1,0.59,5.55,4.09,5.6,4.13,0.58,0.58,5.6,4.13,46,1,3.43,21,2.41,SEC
7,5,1,918327,2012-04-22,"Auburn, Ala.",512,1,Arkansas,2012,7,Auburn,5,1,5.04,4.13,0.55,1,0.55,5.04,4.13,5.04,4.2,0.54,0.54,5.04,4.2,42,1,1.63,21,2.48,SEC
7,1,5,918327,2012-04-22,"Auburn, Ala.",512,0,Auburn,2012,7,Arkansas,1,5,4.95,2.84,0.6,1,0.6,4.95,2.84,5.04,2.79,0.61,0.61,5.04,2.79,47,1,3.36,21,4.77,SEC
6,9,1,918890,2012-04-24,"Starkville, Miss.",289,0,Mississippi St.,2012,6,Memphis,10.5,1.1666666666666667,5.65,4.03,0.6,1,0.6,5.65,4.03,5.55,4.09,0.59,0.59,5.55,4.09,47,0,3.66,23,1.81,C-USA
7,1,4,918893,2012-04-24,"Oxford, Miss.",117,0,Ole Miss,2012,7,Mississippi Val.,1,4,4.75,6.85,0.34,1,0.34,4.75,6.85,4.83,6.91,0.35,0.35,4.83,6.91,44,0,3.21,23,3.65,SWAC
6,3,1,918894,2012-04-24,"Lexington, Ky.",818,0,Kentucky,2012,7,Morehead St.,3.5,1,4.19,4.65,0.48,1,0.48,4.19,4.65,4.2,4.73,0.47,0.47,4.2,4.73,50,0,4.05,23,5.19,OVC
8,1,2,919041,2012-04-24,"Gainesville, Fla.",0,1,LSU,2012,8,Florida,0.875,1.75,4.75,2.52,0.67,1,0.67,4.75,2.52,4.83,2.54,0.68,0.68,4.83,2.54,48,1,0.97,23,2.16,SEC
8,2,1,919041,2012-04-24,"Gainesville, Fla.",0,0,Florida,2012,8,LSU,1.75,0.875,8.25,1.46,0.89,1,0.89,8.25,1.46,8.39,1.48,0.89,0.89,8.39,1.48,47,1,1.36,23,2.21,SEC
7,1,0,919089,2012-04-24,"Gainesville, Fla.",963,1,LSU,2012,7,Florida,1,0,4.67,2.47,0.67,1,0.67,4.67,2.47,4.75,2.52,0.67,0.67,4.75,2.52,49,1,0.97,23,2.16,SEC
7,0,1,919089,2012-04-24,"Gainesville, Fla.",963,0,Florida,2012,7,LSU,0,1,8.07,1.45,0.88,1,0.88,8.07,1.45,8.25,1.46,0.89,0.89,8.25,1.46,48,1,1.36,23,2.21,SEC
7,9,12,919140,2012-04-25,"Tulsa, Okla.",300,1,Arkansas,2012,7,Tulsa,9,12,5.13,4.31,0.53,1,0.53,5.13,4.31,5.04,4.13,0.55,0.55,5.04,4.13,43,0,2.77,24,1.83,C-USA
4,12,0,919216,2012-04-25,"TUSCALOOSA, Ala.",2726,0,Alabama,2012,5,Troy,21,0,9.67,2.59,0.91,1,0.91,9.67,2.59,9.43,2.64,0.91,0.91,9.43,2.64,47,0,3.09,24,2.99,Sun Belt
7,1,0,919291,2012-04-25,"Hattiesburg, Miss.",450,1,Mississippi St.,2012,7,Southern Miss.,1,0,5.55,3.94,0.6,1,0.6,5.55,3.94,5.65,4.03,0.6,0.6,5.65,4.03,48,0,4.29,24,4.02,C-USA
6,5,0,919282,2012-04-25,"Knoxville, Tenn.",884,0,Tennessee,2012,7,Tennessee St.,5.833333333333333,0,6.21,1.73,0.82,1,0.82,6.21,1.73,6.21,1.77,0.82,0.82,6.21,1.77,50,0,3.9,24,6.85,OVC
6,9,1,919238,2012-04-25,"Athens, Ga.",584,0,Georgia,2012,6,Kennesaw St.,10.5,1.1666666666666667,6.65,2.31,0.75,1,0.75,6.65,2.31,6.56,2.34,0.74,0.74,6.56,2.34,48,0,2.63,24,2.87,ASUN
7,1,0,919716,2012-04-27,"Columbia, SC",714,1,Auburn,2012,7,South Carolina,1,0,4.87,2.78,0.6,1,0.6,4.87,2.78,4.95,2.84,0.6,0.6,4.95,2.84,48,1,3.56,26,3.31,SEC
7,0,1,919716,2012-04-27,"Columbia, SC",714,0,South Carolina,2012,7,Auburn,0,1,5.86,6.05,0.44,1,0.44,5.86,6.05,5.99,6.16,0.45,0.45,5.99,6.16,45,1,1.63,26,2.48,SEC
7,2,0,919725,2012-04-27,"Gainesville, Fla.",1192,1,Kentucky,2012,7,Florida,2,0,4.15,4.56,0.49,1,0.49,4.15,4.56,4.19,4.65,0.48,0.48,4.19,4.65,51,1,0.97,26,2.16,SEC
7,0,2,919725,2012-04-27,"Gainesville, Fla.",1192,0,Florida,2012,7,Kentucky,0,2,7.91,1.47,0.86,1,0.86,7.91,1.47,8.07,1.45,0.88,0.88,8.07,1.45,49,1,3.43,26,2.41,SEC
15,1,0,919724,2012-04-27,"Baton Rouge, La.",1489,1,Georgia,2012,15,LSU,0.4666666666666667,0,6.52,2.27,0.76,1,0.76,6.52,2.27,6.65,2.31,0.75,0.75,6.65,2.31,49,1,1.36,26,2.21,SEC
15,0,1,919724,2012-04-27,"Baton Rouge, La.",1489,0,LSU,2012,15,Georgia,0,0.4666666666666667,4.58,2.43,0.66,1,0.66,4.58,2.43,4.67,2.47,0.67,0.67,4.67,2.47,50,1,1.57,26,2.19,SEC
