num_of_innings,total_runs,opponent_runs,game_id,game_date,game_location,game_attendance,is_top,team,season,opponent_innings_played,opponent,full_game_runs,opponent_full_game_runs,average_fgr,average_fgr_allowed,win_percentage,is_sec_matchup,sec_win_percentage,sec_average_fgr,sec_average_fgr_allowed,lag_average_fgr,lag_average_fgr_allowed,lag_win_percentage,lag_sec_win_percentage,lag_sec_average_fgr,lag_sec_average_fgr_allowed,game_count,is_power_5,most_recent_era,days_since_era_update,ly_era,conference
7,7,2,1905083,2017-05-21,"Oxford, Miss.",1709,1,Ole Miss,2017,7,North Carolina,7,2,6.21,2.53,0.7,1,0.7,6.21,2.53,6.19,2.54,0.7,0.7,6.19,2.54,61,0,3.41,21,4.29,ACC
7,0,9,1905084,2017-05-21,"Tucson, Ariz.",2322,0,South Carolina,2017,7,Arizona,0,9,5.44,4.11,0.57,1,0.57,5.44,4.11,5.54,4.02,0.58,0.58,5.54,4.02,58,1,1.23,21,2.67,Pac-12
7,3,1,1905085,2017-05-21,"College Station, TX",1454,1,Texas A&M,2017,7,Texas,3,1,7.88,2.02,0.82,1,0.82,7.88,2.02,7.97,2.04,0.81,0.81,7.97,2.04,55,1,2.09,21,2.45,Big 12
7,3,0,1905086,2017-05-21,"Knoxville, Tenn.",1546,1,Tennessee,2017,7,Longwood,3,0,8.25,2.3,0.82,1,0.82,8.25,2.3,8.34,2.34,0.82,0.82,8.34,2.34,57,0,2.63,21,2.29,Big South
7,5,8,1905090,2017-05-21,"Tallahassee, Fla.",1159,0,Georgia,2017,7,Florida St.,5,8,7.01,3.54,0.6,1,0.6,7.01,3.54,7.04,3.46,0.61,0.61,7.04,3.46,58,1,1.36,21,2.23,ACC
7,4,2,1905091,2017-05-21,"Lexington, Ky.",1339,1,Kentucky,2017,7,Illinois,4,2,4.39,2.78,0.7,1,0.7,4.39,2.78,4.39,2.79,0.69,0.69,4.39,2.79,56,1,3.03,21,3.09,Big Ten
7,1,0,1905092,2017-05-21,"Tuscaloosa, Ala.",1926,1,Alabama,2017,7,Minnesota,1,0,5.43,1.81,0.74,1,0.74,5.43,1.81,5.5,1.84,0.73,0.73,5.5,1.84,61,1,1.18,21,2.72,Big Ten
7,0,1,1905095,2017-05-21,"Gainesville, Fla.",0,1,Florida,2017,6,Oklahoma St.,0,1.1666666666666667,7.58,0.97,0.88,1,0.88,7.58,0.97,7.71,0.97,0.9,0.9,7.71,0.97,59,1,3.84,21,4.55,Big 12
7,8,2,1905096,2017-05-21,"Auburn, Ala.",1917,1,Auburn,2017,7,California,8,2,7.03,2.04,0.83,1,0.83,7.03,2.04,7.01,2.04,0.83,0.83,7.01,2.04,59,1,3.19,21,2.98,Pac-12
7,6,1,1905099,2017-05-21,"Baton Rouge, La.",1997,1,LSU,2017,7,Louisiana,6,1,6.23,2.21,0.7,1,0.7,6.23,2.21,6.23,2.23,0.69,0.69,6.23,2.23,63,0,2.1,21,2.06,Sun Belt
6,5,0,1905100,2017-05-21,Gainesville. Fla.,1191,0,Florida,2017,7,Oklahoma St.,5.833333333333333,0,7.55,0.96,0.88,1,0.88,7.55,0.96,7.58,0.97,0.88,0.88,7.58,0.97,60,1,3.84,21,4.55,Big 12
6,5,1,1905101,2017-05-22,"Baton Rouge, La.",2169,0,LSU,2017,7,Louisiana,5.833333333333333,1,6.22,2.19,0.7,1,0.7,6.22,2.19,6.23,2.21,0.7,0.7,6.23,2.21,64,0,2.1,22,2.06,Sun Belt
11,7,8,1905114,2017-05-25,"Los Angeles, Calif.",1161,1,Ole Miss,2017,11,UCLA,4.454545454545454,5.090909090909091,6.18,2.57,0.69,1,0.69,6.18,2.57,6.21,2.53,0.7,0.7,6.21,2.53,62,1,2.59,25,3.66,Pac-12
7,3,0,1905113,2017-05-25,"Gainesville, Fla.",1800,1,Alabama,2017,7,Florida,3,0,5.39,1.79,0.74,1,0.74,5.39,1.79,5.43,1.81,0.74,0.74,5.43,1.81,62,1,0.75,25,0.93,SEC
7,0,3,1905113,2017-05-25,"Gainesville, Fla.",1800,0,Florida,2017,7,Alabama,0,3,7.43,0.99,0.87,1,0.87,7.43,0.99,7.55,0.96,0.88,0.88,7.55,0.96,61,0,1.5,25,2.36,SEC
7,2,0,1905122,2017-05-26,"Gainesville, Fla.",2283,1,Florida,2017,7,Alabama,2,0,7.34,0.98,0.87,1,0.87,7.34,0.98,7.43,0.99,0.87,0.87,7.43,0.99,62,0,1.5,26,2.36,SEC
7,0,2,1905122,2017-05-26,"Gainesville, Fla.",2283,0,Alabama,2017,7,Florida,0,2,5.31,1.79,0.73,1,0.73,5.31,1.79,5.39,1.79,0.74,0.74,5.39,1.79,63,1,0.75,26,0.93,SEC
7,1,8,1905123,2017-05-26,"Knoxville, Tenn.",2352,1,Texas A&M,2017,6,Tennessee,1,9.333333333333334,7.75,2.15,0.8,1,0.8,7.75,2.15,7.88,2.02,0.82,0.82,7.88,2.02,56,1,1.78,26,2.25,SEC
6,8,1,1905123,2017-05-26,"Knoxville, Tenn.",2352,0,Tennessee,2017,7,Texas A&M,9.333333333333334,1,8.27,2.27,0.83,1,0.83,8.27,2.27,8.25,2.3,0.82,0.82,8.25,2.3,58,1,1.63,26,3.86,SEC
7,0,4,1905128,2017-05-26,"Auburn, Ala.",2477,0,Auburn,2017,7,Oklahoma,0,4,6.91,2.08,0.82,1,0.82,6.91,2.08,7.03,2.04,0.83,0.83,7.03,2.04,60,1,1.68,26,2.26,Big 12
7,1,3,1905125,2017-05-26,"Tallahassee, Fla.",1057,1,LSU,2017,6,Florida St.,1,3.5,6.14,2.21,0.69,1,0.69,6.14,2.21,6.22,2.19,0.7,0.7,6.22,2.19,65,1,1.36,26,2.23,ACC
7,0,4,1905126,2017-05-26,"Eugene, Ore.",2423,1,Kentucky,2017,6,Oregon,0,4.666666666666667,4.31,2.81,0.68,1,0.68,4.31,2.81,4.39,2.78,0.7,0.7,4.39,2.78,57,1,1.4,26,2.14,Pac-12
7,0,1,1905124,2017-05-26,"Los Angeles, Calif.",1328,0,Ole Miss,2017,7,UCLA,0,1,6.08,2.54,0.68,1,0.68,6.08,2.54,6.18,2.57,0.69,0.69,6.18,2.57,63,1,2.59,26,3.66,Pac-12
7,5,6,1905138,2017-05-27,"Knoxville, Tenn.",2365,1,Tennessee,2017,6,Texas A&M,5,7,8.21,2.35,0.81,1,0.81,8.21,2.35,8.27,2.27,0.83,0.83,8.27,2.27,59,1,1.63,27,3.86,SEC
6,6,5,1905138,2017-05-27,"Knoxville, Tenn.",2365,0,Texas A&M,2017,7,Tennessee,7,5,7.74,2.2,0.81,1,0.81,7.74,2.2,7.75,2.15,0.8,0.8,7.75,2.15,57,1,1.78,27,2.25,SEC
6,1,0,1905139,2017-05-27,"Tallahassee, Fla.",1527,0,LSU,2017,7,Florida St.,1.1666666666666667,0,6.07,2.18,0.7,1,0.7,6.07,2.18,6.14,2.21,0.69,0.69,6.14,2.21,66,1,1.36,27,2.23,ACC
7,1,2,1905144,2017-05-27,"Gainesville, Fla.",2216,1,Alabama,2017,6,Florida,1,2.3333333333333335,5.24,1.8,0.72,1,0.72,5.24,1.8,5.31,1.79,0.73,0.73,5.31,1.79,64,1,0.75,27,0.93,SEC
6,2,1,1905144,2017-05-27,"Gainesville, Fla.",2216,0,Florida,2017,7,Alabama,2.3333333333333335,1,7.26,0.98,0.87,1,0.87,7.26,0.98,7.34,0.98,0.87,0.87,7.34,0.98,63,0,1.5,27,2.36,SEC
7,2,5,1905142,2017-05-27,"Auburn, Ala.",2420,1,Auburn,2017,6,Oklahoma,2,5.833333333333333,6.83,2.14,0.8,1,0.8,6.83,2.14,6.91,2.08,0.82,0.82,6.91,2.08,61,1,1.68,27,2.26,Big 12
7,5,6,1905140,2017-05-27,"Eugene, Ore.",2517,0,Kentucky,2017,7,Oregon,5,6,4.32,2.87,0.67,1,0.67,4.32,2.87,4.31,2.81,0.68,0.68,4.31,2.81,58,1,1.4,27,2.14,Pac-12
7,5,3,1905152,2017-05-28,"Knoxville, Tenn.",2459,1,Texas A&M,2017,7,Tennessee,5,3,7.69,2.21,0.81,1,0.81,7.69,2.21,7.74,2.2,0.81,0.81,7.74,2.2,58,1,1.78,28,2.25,SEC
7,3,5,1905152,2017-05-28,"Knoxville, Tenn.",2459,0,Tennessee,2017,7,Texas A&M,3,5,8.13,2.4,0.8,1,0.8,8.13,2.4,8.21,2.35,0.81,0.81,8.21,2.35,60,1,1.63,28,3.86,SEC
7,6,4,1905151,2017-05-28,"Tallahassee, Fla.",1445,1,LSU,2017,7,Florida St.,6,4,6.07,2.2,0.7,1,0.7,6.07,2.2,6.07,2.18,0.7,0.7,6.07,2.18,67,1,1.36,28,2.23,ACC
7,2,1,1905163,2017-06-01,"Oklahoma City, Okla.",8428,1,LSU,2017,7,UCLA,2,1,6.01,2.19,0.71,1,0.71,6.01,2.19,6.07,2.2,0.7,0.7,6.07,2.2,68,1,2.59,32,3.66,Pac-12
5,0,8,1905162,2017-06-01,"Oklahoma City, Okla.",147,1,Texas A&M,2017,4,Florida,0,14,7.56,2.41,0.8,1,0.8,7.56,2.41,7.69,2.21,0.81,0.81,7.69,2.21,59,1,0.75,32,0.93,SEC
4,8,0,1905162,2017-06-01,"Oklahoma City, Okla.",147,0,Florida,2017,5,Texas A&M,14,0,7.37,0.96,0.88,1,0.88,7.37,0.96,7.26,0.98,0.87,0.87,7.26,0.98,64,1,1.63,32,3.86,SEC
7,7,0,1905166,2017-06-02,"Oklahoma City, Okla.",0,1,Florida,2017,7,LSU,7,0,7.36,0.95,0.88,1,0.88,7.36,0.95,7.37,0.96,0.88,0.88,7.37,0.96,65,1,1.53,33,1.89,SEC
7,0,7,1905166,2017-06-02,"Oklahoma City, Okla.",0,0,LSU,2017,7,Florida,0,7,5.92,2.26,0.7,1,0.7,5.92,2.26,6.01,2.19,0.71,0.71,6.01,2.19,69,1,0.75,33,0.93,SEC
7,1,4,1905171,2017-06-03,"Oklahoma City, Okla.",9076,1,LSU,2017,6,Oregon,1,4.666666666666667,5.85,2.29,0.69,1,0.69,5.85,2.29,5.92,2.26,0.7,0.7,5.92,2.26,70,1,1.4,34,2.14,Pac-12
7,2,8,1905169,2017-06-03,"Oklahoma City, Okla.",0,0,Texas A&M,2017,7,UCLA,2,8,7.47,2.51,0.78,1,0.78,7.47,2.51,7.56,2.41,0.8,0.8,7.56,2.41,60,1,2.59,34,3.66,Pac-12
7,5,2,1905173,2017-06-04,"Oklahoma City, Okla.",0,1,Florida,2017,7,Washington,5,2,7.32,0.96,0.88,1,0.88,7.32,0.96,7.36,0.95,0.88,0.88,7.36,0.95,66,1,2.31,35,3.14,Pac-12
17,5,7,1905174,2017-06-05,"Oklahoma City, Okla.",8337,0,Florida,2017,17,Oklahoma,2.0588235294117645,2.8823529411764706,7.25,0.99,0.87,1,0.87,7.25,0.99,7.32,0.96,0.88,0.88,7.32,0.96,67,1,1.68,36,2.26,Big 12
7,4,5,1905175,2017-06-06,"Oklahoma City, Okla.",8507,1,Florida,2017,6,Oklahoma,4,5.833333333333333,7.2,1.06,0.85,1,0.85,7.2,1.06,7.25,0.99,0.87,0.87,7.25,0.99,68,1,1.68,37,2.26,Big 12
4,23,2,107475,2018-02-08,"Tempe, Ariz.",0,0,Georgia,2018,5,San Diego St.,40.25,2.8,40.25,2.8,1,1,1,40.25,2.8,0,0,0,0,0,0,1,0,3.74,223,3.74,Mountain West
7,3,8,107476,2018-02-08,"Tempe, Ariz.",484,0,Georgia,2018,7,Oregon,3,8,21.62,5.4,0.5,1,0.5,21.62,5.4,40.25,2.8,1,1,40.25,2.8,2,1,1.42,223,1.42,Pac-12
6,3,0,107409,2018-02-08,"Baton Rouge, La.",1171,0,LSU,2018,7,UIC,3.5,0,3.5,0,1,1,1,3.5,0,0,0,0,0,0,0,1,0,2.15,223,2.15,Horizon
6,5,1,107442,2018-02-08,"Gulf Shores, Ala.",176,0,Ole Miss,2018,7,Virginia Tech,5.833333333333333,1,5.83,1,1,1,1,5.83,1,0,0,0,0,0,0,1,1,4.46,223,4.46,ACC
6,4,0,107401,2018-02-08,"Auburn, Ala.",1708,0,Auburn,2018,7,Marshall,4.666666666666667,0,4.67,0,1,1,1,4.67,0,0,0,0,0,0,0,1,0,2.32,223,2.32,CUSA
6,8,1,107477,2018-02-08,"Tempe, Ariz.",45,0,Tennessee,2018,7,Boise St.,9.333333333333334,1,9.33,1,1,1,1,9.33,1,0,0,0,0,0,0,1,0,3.8,223,3.8,Mountain West
7,7,4,107404,2018-02-08,"Tempe, Ariz.",740,1,Tennessee,2018,7,Arizona St.,7,4,8.17,2.5,1,1,1,8.17,2.5,9.33,1,1,1,9.33,1,2,1,2.32,223,2.32,Pac-12
7,1,0,107411,2018-02-08,"Mobile, Ala.",1152,1,Alabama,2018,7,South Alabama,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2.29,223,2.29,Sun Belt
6,2,0,107482,2018-02-08,"Auburn, Ala.",1708,0,Auburn,2018,7,Wichita St.,2.3333333333333335,0,3.5,0,1,1,1,3.5,0,4.67,0,1,1,4.67,0,2,0,2.51,223,2.51,MVC
7,6,0,107443,2018-02-08,"Gulf Shores, Ala.",176,1,Ole Miss,2018,7,Florida A&M,6,0,5.92,0.5,1,1,1,5.92,0.5,5.83,1,1,1,5.83,1,2,0,3.6,223,3.6,MEAC
7,9,0,107728,2018-02-09,"Tampa, Fla.",0,1,Florida,2018,7,Illinois St.,9,0,9,0,1,1,1,9,0,0,0,0,0,0,0,1,0,3.38,224,3.38,MVC
6,2,0,107766,2018-02-09,"Auburn, Ala.",1781,0,Auburn,2018,7,Furman,2.3333333333333335,0,3.11,0,1,1,1,3.11,0,3.5,0,1,1,3.5,0,3,0,2.6,224,2.6,SoCon
6,13,1,107744,2018-02-09,"Tempe, Ariz.",214,1,Georgia,2018,6,BYU,15.166666666666666,1.1666666666666667,19.47,3.99,0.67,1,0.67,19.47,3.99,21.62,5.4,0.5,0.5,21.62,5.4,3,0,2.35,224,2.35,WCC
6,4,0,107523,2018-02-09,"Baton Rouge, La.",1458,0,LSU,2018,7,Southern Miss.,4.666666666666667,0,4.08,0,1,1,1,4.08,0,3.5,0,1,1,3.5,0,2,0,2.65,224,2.65,CUSA
6,9,2,107524,2018-02-09,"Baton Rouge, La.",0,0,LSU,2018,7,UT Arlington,10.5,2,6.22,0.67,1,1,1,6.22,0.67,4.08,0,1,1,4.08,0,3,0,3.41,224,3.41,Sun Belt
4,8,0,107517,2018-02-09,"Starkville, Miss.",736,0,Mississippi St.,2018,5,Omaha,14,0,14,0,1,1,1,14,0,0,0,0,0,0,0,1,0,4.97,224,4.97,Summit League
4,10,0,107518,2018-02-09,"Starkville, Miss.",0,0,Mississippi St.,2018,5,Mississippi Val.,17.5,0,15.75,0,1,1,1,15.75,0,14,0,1,1,14,0,2,0,5.72,224,5.72,SWAC
8,4,2,107632,2018-02-09,"Gulf Shores, Ala.",148,0,Ole Miss,2018,8,Lamar University,3.5,1.75,5.11,0.92,1,1,1,5.11,0.92,5.92,0.5,1,1,5.92,0.5,3,0,3.05,224,3.05,Southland
7,0,3,107633,2018-02-09,"Gulf Shores, Ala.",139,0,Ole Miss,2018,7,Lipscomb,0,3,3.83,1.44,0.75,1,0.75,3.83,1.44,5.11,0.92,1,1,5.11,0.92,4,0,2.13,224,2.13,ASUN
7,19,10,107732,2018-02-09,"Tempe, AZ",131,1,Missouri,2018,7,CSUN,19,10,19,10,1,1,1,19,10,0,0,0,0,0,0,1,0,2.92,224,2.92,Big West
6,3,0,107739,2018-02-09,"Tempe, Ariz.",112,0,Missouri,2018,7,UTEP,3.5,0,11.25,5,1,1,1,11.25,5,19,10,1,1,19,10,2,0,5.94,224,5.94,CUSA
6,4,2,107670,2018-02-09,"Miami, Fla.",0,0,South Carolina,2018,7,Hofstra,4.666666666666667,2,4.67,2,1,1,1,4.67,2,0,0,0,0,0,0,1,0,3.91,224,3.91,CAA
6,3,0,107671,2018-02-09,"Miami, Fla.",0,0,South Carolina,2018,7,East Carolina,3.5,0,4.08,1,1,1,1,4.08,1,4.67,2,1,1,4.67,2,2,0,4.32,224,4.32,AAC
6,6,2,107731,2018-02-09,"Tempe, AZ",0,0,Tennessee,2018,7,Western Mich.,7,2,7.78,2.33,1,1,1,7.78,2.33,8.17,2.5,1,1,8.17,2.5,3,0,3.33,224,3.33,MAC
7,7,6,107733,2018-02-09,"Tempe, AZ",45,1,Tennessee,2018,7,San Jose St.,7,6,7.58,3.25,1,1,1,7.58,3.25,7.78,2.33,1,1,7.78,2.33,4,0,3,224,3,Mountain West
7,5,4,107520,2018-02-09,"College Station, TX",1219,0,Texas A&M,2018,7,Houston,5,4,5,4,1,1,1,5,4,0,0,0,0,0,0,1,0,2.65,224,2.65,AAC
6,3,1,107521,2018-02-09,"College Station, TX",1219,0,Texas A&M,2018,7,Boston College,3.5,1,4.25,2.5,1,1,1,4.25,2.5,5,4,1,1,5,4,2,0,2.63,224,2.63,ACC
4,13,0,107630,2018-02-09,"Gulf Shores, AL",0,0,Alabama,2018,5,Lamar University,22.75,0,11.88,0,1,1,1,11.88,0,1,0,1,1,1,0,2,0,3.05,224,3.05,Southland
4,10,0,107631,2018-02-09,"Gulf Shores, AL",0,0,Alabama,2018,5,Penn St.,17.5,0,13.75,0,1,1,1,13.75,0,11.88,0,1,1,11.88,0,3,1,4.25,224,4.25,Big Ten
6,3,0,107764,2018-02-09,"Auburn, Ala.",1781,0,Auburn,2018,7,Tennessee Tech,3.5,0,3.21,0,1,1,1,3.21,0,3.11,0,1,1,3.11,0,4,0,4.14,224,4.14,OVC
7,5,1,107736,2018-02-09,"Tempe, Ariz.",251,1,Georgia,2018,7,Utah,5,1,15.85,3.24,0.75,1,0.75,15.85,3.24,19.47,3.99,0.67,0.67,19.47,3.99,4,1,2.43,224,2.43,Pac-12
6,2,0,108044,2018-02-10,"Tampa, Fla.",0,0,Florida,2018,7,Michigan,2.3333333333333335,0,5.67,0,1,1,1,5.67,0,9,0,1,1,9,0,2,1,1.79,225,1.79,Big Ten
6,9,1,108082,2018-02-10,"Auburn, Ala.",1843,0,Auburn,2018,6,Furman,10.5,1.1666666666666667,4.67,0.23,1,1,1,4.67,0.23,3.21,0,1,1,3.21,0,5,0,2.6,225,2.6,SoCon
7,7,0,108053,2018-02-10,"Tempe, Ariz.",396,1,Georgia,2018,7,Oregon St.,7,0,14.08,2.59,0.8,1,0.8,14.08,2.59,15.85,3.24,0.75,0.75,15.85,3.24,5,1,3.25,225,3.25,Pac-12
5,11,0,108045,2018-02-10,"Tampa, Fla.",0,1,Florida,2018,5,Georgia St.,15.4,0,8.91,0,1,1,1,8.91,0,5.67,0,1,1,5.67,0,3,0,3.69,225,3.69,Sun Belt
4,18,0,107857,2018-02-10,"Auburn, Ala.",1843,0,Auburn,2018,5,Tennessee Tech,31.5,0,9.14,0.19,1,1,1,9.14,0.19,4.67,0.23,1,1,4.67,0.23,6,0,4.14,225,4.14,OVC
5,2,14,108057,2018-02-10,"Tempe, Ariz.",479,1,Missouri,2018,4,Oregon,2.8,24.5,8.43,11.5,0.67,1,0.67,8.43,11.5,11.25,5,1,1,11.25,5,3,1,1.42,225,1.42,Pac-12
7,3,6,108058,2018-02-10,"Tempe, Ariz.",182,0,Missouri,2018,7,Oklahoma St.,3,6,7.08,10.12,0.5,1,0.5,7.08,10.12,8.43,11.5,0.67,0.67,8.43,11.5,4,1,3.51,225,3.51,Big 12
7,1,3,107894,2018-02-10,"Miami, Fla.",497,1,South Carolina,2018,6,FIU,1,3.5,3.06,1.83,0.67,1,0.67,3.06,1.83,4.08,1,1,1,4.08,1,3,0,1.77,225,1.77,CUSA
6,11,0,107997,2018-02-10,"MIami, Fla.",0,1,South Carolina,2018,6,Hofstra,12.833333333333334,0,5.5,1.38,0.75,1,0.75,5.5,1.38,3.06,1.83,0.67,0.67,3.06,1.83,4,0,3.91,225,3.91,CAA
7,6,5,108047,2018-02-10,"Tempe, AZ",311,0,Tennessee,2018,7,Utah,6,5,7.27,3.6,1,1,1,7.27,3.6,7.58,3.25,1,1,7.58,3.25,5,1,2.43,225,2.43,Pac-12
7,6,0,108050,2018-02-10,"Tempe, AZ",45,1,Tennessee,2018,7,UC Davis,6,0,7.06,3,1,1,1,7.06,3,7.27,3.6,1,1,7.27,3.6,6,0,3.6,225,3.6,Big West
6,9,5,107871,2018-02-10,"College Station, TX",1412,0,Texas A&M,2018,7,Texas Tech,10.5,5,6.33,3.33,1,1,1,6.33,3.33,4.25,2.5,1,1,4.25,2.5,3,1,4.72,225,4.72,Big 12
5,11,3,107872,2018-02-10,"College Station, TX",1412,0,Texas A&M,2018,5,Boston College,15.4,4.2,8.6,3.55,1,1,1,8.6,3.55,6.33,3.33,1,1,6.33,3.33,4,0,2.63,225,2.63,ACC
7,9,12,107906,2018-02-10,"Las Cruces, N.M.",0,1,Kentucky,2018,6,New Mexico St.,9,14,9,14,0,1,0,9,14,0,0,0,0,0,0,1,0,4.48,225,4.48,WAC
7,6,10,107923,2018-02-10,"Las Cruces, N.M.",591,1,Kentucky,2018,6,New Mexico St.,6,11.666666666666666,7.5,12.83,0,1,0,7.5,12.83,9,14,0,0,9,14,2,0,4.48,225,4.48,WAC
5,14,3,108122,2018-02-11,"Tampa, Fla.",2163,1,Florida,2018,5,South Fla.,19.6,4.2,11.58,1.05,1,1,1,11.58,1.05,8.91,0,1,1,8.91,0,4,0,2.64,226,2.64,AAC
6,6,0,108209,2018-02-11,"Tampa, Fla.",0,0,Florida,2018,7,UAB,7,0,10.67,0.84,1,1,1,10.67,0.84,11.58,1.05,1,1,11.58,1.05,5,0,3.49,226,3.49,CUSA
7,10,2,108114,2018-02-11,"Las Cruces, N.M.",543,1,Kentucky,2018,7,New Mexico St.,10,2,8.33,9.22,0.33,1,0.33,8.33,9.22,7.5,12.83,0,0,7.5,12.83,3,0,4.48,226,4.48,WAC
6,6,3,108193,2018-02-11,"Miami, Fla.",0,0,South Carolina,2018,7,St. John's (NY),7,3,5.8,1.7,0.8,1,0.8,5.8,1.7,5.5,1.38,0.75,0.75,5.5,1.38,5,0,3.19,226,3.19,Big East
6,5,0,108123,2018-02-11,"Starkville, Miss.",0,0,Mississippi St.,2018,7,Missouri St.,5.833333333333333,0,12.44,0,1,1,1,12.44,0,15.75,0,1,1,15.75,0,3,0,2.95,226,2.95,MVC
6,8,0,108143,2018-02-11,"Starkville, Miss.",414,0,Mississippi St.,2018,6,Mississippi Val.,9.333333333333334,0,11.67,0,1,1,1,11.67,0,12.44,0,1,1,12.44,0,4,0,5.72,226,5.72,SWAC
7,1,3,108213,2018-02-11,"Tempe, Ariz.",261,0,Missouri,2018,7,Oregon St.,1,3,5.86,8.7,0.4,1,0.4,5.86,8.7,7.08,10.12,0.5,0.5,7.08,10.12,5,1,3.25,226,3.25,Pac-12
6,7,0,108225,2018-02-11,"Baton Rouge, La.",533,0,LSU,2018,7,Massachusetts,8.166666666666666,0,6.71,0.5,1,1,1,6.71,0.5,6.22,0.67,1,1,6.22,0.67,4,0,3.08,226,3.08,Atlantic 10
4,10,0,108241,2018-02-13,"Baton Rouge, La. .",1507,0,LSU,2018,5,ULM,17.5,0,8.87,0.4,1,1,1,8.87,0.4,6.71,0.5,1,1,6.71,0.5,5,0,2.95,228,2.95,Sun Belt
4,9,0,108282,2018-02-14,"Gainesville, Fla.",1310,0,Florida,2018,5,North Florida,15.75,0,11.51,0.7,1,1,1,11.51,0.7,10.67,0.84,1,1,10.67,0.84,6,0,2.71,229,2.71,ASUN
7,5,0,108280,2018-02-14,"Troy, Ala.",1482,1,Auburn,2018,7,Troy,5,0,8.55,0.17,1,1,1,8.55,0.17,9.14,0.19,1,1,9.14,0.19,7,0,3.99,229,3.99,Sun Belt
6,4,0,108281,2018-02-14,"College Station, TX",1030,0,Texas A&M,2018,7,SFA,4.666666666666667,0,7.81,2.84,1,1,1,7.81,2.84,8.6,3.55,1,1,8.6,3.55,5,0,3.11,229,3.11,Southland
7,5,2,108288,2018-02-14,"Charlotte, N.C.",250,1,South Carolina,2018,7,Charlotte,5,2,5.67,1.75,0.83,1,0.83,5.67,1.75,5.8,1.7,0.8,0.8,5.8,1.7,6,0,3.92,229,3.92,CUSA
7,5,0,108328,2018-02-15,"San Diego, Calif.",206,1,Kentucky,2018,7,San Diego St.,5,0,7.5,6.92,0.5,1,0.5,7.5,6.92,8.33,9.22,0.33,0.33,8.33,9.22,4,0,3.74,230,3.74,Mountain West
7,8,2,108358,2018-02-15,"Puerto Vallarta, Mex",475,1,Ole Miss,2018,7,Texas,8,2,4.67,1.55,0.8,1,0.8,4.67,1.55,3.83,1.44,0.75,0.75,3.83,1.44,5,1,2.09,230,2.09,Big 12
6,3,0,108323,2018-02-15,"Starkville, Miss.",303,0,Mississippi St.,2018,7,UT Martin,3.5,0,10.03,0,1,1,1,10.03,0,11.67,0,1,1,11.67,0,5,0,3.04,230,3.04,OVC
4,9,0,108395,2018-02-16,"Athens, Ga.",0,0,Georgia,2018,5,Winthrop,15.75,0,14.36,2.16,0.83,1,0.83,14.36,2.16,14.08,2.59,0.8,0.8,14.08,2.59,6,0,3.77,231,3.77,Big South
7,4,3,108394,2018-02-16,"Auburn, Ala.",1824,0,Auburn,2018,7,Saint Francis (PA),4,3,7.98,0.52,1,1,1,7.98,0.52,8.55,0.17,1,1,8.55,0.17,8,0,2.17,231,2.17,NEC
5,10,2,108592,2018-02-16,"San Diego, Calif.",157,1,Kentucky,2018,5,Cal St. Fullerton,14,2.8,8.8,6.09,0.6,1,0.6,8.8,6.09,7.5,6.92,0.5,0.5,7.5,6.92,5,0,2.67,231,2.67,Big West
6,3,0,108414,2018-02-16,"Baton Rouge, La.",1064,0,LSU,2018,7,Central Ark.,3.5,0,7.97,0.33,1,1,1,7.97,0.33,8.87,0.4,1,1,8.87,0.4,6,0,3.06,231,3.06,Southland
9,2,1,108415,2018-02-16,"Baton Rouge, La.",1365,0,LSU,2018,9,Louisiana Tech,1.5555555555555556,0.7777777777777778,7.06,0.4,1,1,1,7.06,0.4,7.97,0.33,1,1,7.97,0.33,7,0,2.48,231,2.48,CUSA
6,6,1,108406,2018-02-16,"Starkville, Mis.",0,0,Mississippi St.,2018,7,Murray St.,7,1,9.53,0.17,1,1,1,9.53,0.17,10.03,0,1,1,10.03,0,6,0,3.11,231,3.11,OVC
8,0,1,108407,2018-02-16,"Starkville, Miss.",634,0,Mississippi St.,2018,8,Drake,0,0.875,8.17,0.27,0.86,1,0.86,8.17,0.27,9.53,0.17,1,1,9.53,0.17,7,0,3.75,231,3.75,MVC
7,0,6,108585,2018-02-16,"Puerto Vallarta, Mex",314,0,Ole Miss,2018,7,Houston,0,6,3.89,2.29,0.67,1,0.67,3.89,2.29,4.67,1.55,0.8,0.8,4.67,1.55,6,0,2.65,231,2.65,AAC
7,10,5,108499,2018-02-16,"Clearwater, Fla.",0,1,Missouri,2018,7,South Fla.,10,5,6.55,8.08,0.5,1,0.5,6.55,8.08,5.86,8.7,0.4,0.4,5.86,8.7,6,0,2.64,231,2.64,AAC
7,9,4,108505,2018-02-16,"Clearwater, Fla.",181,1,Missouri,2018,7,UMass Lowell,9,4,6.9,7.5,0.57,1,0.57,6.9,7.5,6.55,8.08,0.5,0.5,6.55,8.08,7,0,7,353,NA,NA
6,5,1,108444,2018-02-16,"Columbia, S.C.",1009,0,South Carolina,2018,7,Michigan St.,5.833333333333333,1,5.69,1.64,0.86,1,0.86,5.69,1.64,5.67,1.75,0.83,0.83,5.67,1.75,7,1,4.04,231,4.04,Big Ten
